"location","date","vaccine","total_vaccinations","id"
"Peru","2021-09-20","Sinopharm/Beijing",9369580,21801
"Peru","2021-09-21","Oxford/AstraZeneca",1007651,21802
"Peru","2021-09-21","Pfizer/BioNTech",15043075,21803
"Peru","2021-09-21","Sinopharm/Beijing",9509241,21804
"Peru","2021-09-22","Oxford/AstraZeneca",1025946,21805
"Peru","2021-09-22","Pfizer/BioNTech",15074392,21806
"Peru","2021-09-22","Sinopharm/Beijing",9640972,21807
"Peru","2021-09-23","Oxford/AstraZeneca",1040823,21808
"Peru","2021-09-23","Pfizer/BioNTech",15102270,21809
"Peru","2021-09-23","Sinopharm/Beijing",9768784,21810
"Peru","2021-09-24","Oxford/AstraZeneca",1055822,21811
"Peru","2021-09-24","Pfizer/BioNTech",15157138,21812
"Peru","2021-09-24","Sinopharm/Beijing",9897051,21813
"Peru","2021-09-25","Oxford/AstraZeneca",1080912,21814
"Peru","2021-09-25","Pfizer/BioNTech",15275157,21815
"Peru","2021-09-25","Sinopharm/Beijing",10166818,21816
"Peru","2021-09-26","Oxford/AstraZeneca",1099531,21817
"Peru","2021-09-26","Pfizer/BioNTech",15327540,21818
"Peru","2021-09-26","Sinopharm/Beijing",10424330,21819
"Peru","2021-09-27","Oxford/AstraZeneca",1119567,21820
"Peru","2021-09-27","Pfizer/BioNTech",15380222,21821
"Peru","2021-09-27","Sinopharm/Beijing",10558430,21822
"Peru","2021-09-28","Oxford/AstraZeneca",1133577,21823
"Peru","2021-09-28","Pfizer/BioNTech",15457685,21824
"Peru","2021-09-28","Sinopharm/Beijing",10706237,21825
"Peru","2021-09-29","Oxford/AstraZeneca",1151221,21826
"Peru","2021-09-29","Pfizer/BioNTech",15559157,21827
"Peru","2021-09-29","Sinopharm/Beijing",10899501,21828
"Peru","2021-09-30","Oxford/AstraZeneca",1162244,21829
"Peru","2021-09-30","Pfizer/BioNTech",15664067,21830
"Peru","2021-09-30","Sinopharm/Beijing",11099073,21831
"Peru","2021-10-01","Oxford/AstraZeneca",1175183,21832
"Peru","2021-10-01","Pfizer/BioNTech",15753175,21833
"Peru","2021-10-01","Sinopharm/Beijing",11286642,21834
"Peru","2021-10-02","Oxford/AstraZeneca",1203031,21835
"Peru","2021-10-02","Pfizer/BioNTech",15982656,21836
"Peru","2021-10-02","Sinopharm/Beijing",11606966,21837
"Peru","2021-10-03","Oxford/AstraZeneca",1224764,21838
"Peru","2021-10-03","Pfizer/BioNTech",16157663,21839
"Peru","2021-10-03","Sinopharm/Beijing",11895821,21840
"Peru","2021-10-04","Oxford/AstraZeneca",1241111,21841
"Peru","2021-10-04","Pfizer/BioNTech",16259022,21842
"Peru","2021-10-04","Sinopharm/Beijing",12044772,21843
"Peru","2021-10-05","Oxford/AstraZeneca",1253002,21844
"Peru","2021-10-05","Pfizer/BioNTech",16382286,21845
"Peru","2021-10-05","Sinopharm/Beijing",12206617,21846
"Peru","2021-10-06","Oxford/AstraZeneca",1268596,21847
"Peru","2021-10-06","Pfizer/BioNTech",16482586,21848
"Peru","2021-10-06","Sinopharm/Beijing",12373123,21849
"Peru","2021-10-07","Oxford/AstraZeneca",1280118,21850
"Peru","2021-10-07","Pfizer/BioNTech",16565808,21851
"Peru","2021-10-07","Sinopharm/Beijing",12550505,21852
"Peru","2021-10-08","Oxford/AstraZeneca",1289029,21853
"Peru","2021-10-08","Pfizer/BioNTech",16643515,21854
"Peru","2021-10-08","Sinopharm/Beijing",12675870,21855
"Peru","2021-10-09","Oxford/AstraZeneca",1301730,21856
"Peru","2021-10-09","Pfizer/BioNTech",16768723,21857
"Peru","2021-10-09","Sinopharm/Beijing",12916124,21858
"Peru","2021-10-10","Oxford/AstraZeneca",1308841,21859
"Peru","2021-10-10","Pfizer/BioNTech",16833345,21860
"Peru","2021-10-10","Sinopharm/Beijing",13087484,21861
"Peru","2021-10-11","Oxford/AstraZeneca",1319646,21862
"Peru","2021-10-11","Pfizer/BioNTech",16873177,21863
"Peru","2021-10-11","Sinopharm/Beijing",13217455,21864
"Peru","2021-10-12","Oxford/AstraZeneca",1368410,21865
"Peru","2021-10-12","Pfizer/BioNTech",16924625,21866
"Peru","2021-10-12","Sinopharm/Beijing",13359507,21867
"Peru","2021-10-13","Oxford/AstraZeneca",1414565,21868
"Peru","2021-10-13","Pfizer/BioNTech",16970065,21869
"Peru","2021-10-13","Sinopharm/Beijing",13496941,21870
"Peru","2021-10-14","Oxford/AstraZeneca",1479323,21871
"Peru","2021-10-14","Pfizer/BioNTech",17030229,21872
"Peru","2021-10-14","Sinopharm/Beijing",13598215,21873
"Peru","2021-10-15","Oxford/AstraZeneca",1547354,21874
"Peru","2021-10-15","Pfizer/BioNTech",17099784,21875
"Peru","2021-10-15","Sinopharm/Beijing",13703566,21876
"Peru","2021-10-16","Oxford/AstraZeneca",1659214,21877
"Peru","2021-10-16","Pfizer/BioNTech",17195548,21878
"Peru","2021-10-16","Sinopharm/Beijing",13845606,21879
"Peru","2021-10-17","Oxford/AstraZeneca",1742627,21880
"Peru","2021-10-17","Pfizer/BioNTech",17281828,21881
"Peru","2021-10-17","Sinopharm/Beijing",13965280,21882
"Peru","2021-10-18","Oxford/AstraZeneca",1782186,21883
"Peru","2021-10-18","Pfizer/BioNTech",17372831,21884
"Peru","2021-10-18","Sinopharm/Beijing",14040998,21885
"Peru","2021-10-19","Oxford/AstraZeneca",1816577,21886
"Peru","2021-10-19","Pfizer/BioNTech",17463065,21887
"Peru","2021-10-19","Sinopharm/Beijing",14122661,21888
"Peru","2021-10-20","Oxford/AstraZeneca",1851534,21889
"Peru","2021-10-20","Pfizer/BioNTech",17539113,21890
"Peru","2021-10-20","Sinopharm/Beijing",14193360,21891
"Peru","2021-10-21","Oxford/AstraZeneca",1886152,21892
"Peru","2021-10-21","Pfizer/BioNTech",17603142,21893
"Peru","2021-10-21","Sinopharm/Beijing",14262046,21894
"Peru","2021-10-22","Oxford/AstraZeneca",1914258,21895
"Peru","2021-10-22","Pfizer/BioNTech",17663345,21896
"Peru","2021-10-22","Sinopharm/Beijing",14328448,21897
"Peru","2021-10-23","Oxford/AstraZeneca",1976568,21898
"Peru","2021-10-23","Pfizer/BioNTech",17748915,21899
"Peru","2021-10-23","Sinopharm/Beijing",14441207,21900
"Peru","2021-10-24","Oxford/AstraZeneca",2016628,21901
"Peru","2021-10-24","Pfizer/BioNTech",17810797,21902
"Peru","2021-10-24","Sinopharm/Beijing",14543133,21903
"Peru","2021-10-25","Oxford/AstraZeneca",2039196,21904
"Peru","2021-10-25","Pfizer/BioNTech",17853668,21905
"Peru","2021-10-25","Sinopharm/Beijing",14601643,21906
"Peru","2021-10-26","Oxford/AstraZeneca",2063588,21907
"Peru","2021-10-26","Pfizer/BioNTech",17891373,21908
"Peru","2021-10-26","Sinopharm/Beijing",14658299,21909
"Peru","2021-10-27","Oxford/AstraZeneca",2088363,21910
"Peru","2021-10-27","Pfizer/BioNTech",17926409,21911
"Peru","2021-10-27","Sinopharm/Beijing",14712745,21912
"Peru","2021-10-28","Oxford/AstraZeneca",2123607,21913
"Peru","2021-10-28","Pfizer/BioNTech",17965782,21914
"Peru","2021-10-28","Sinopharm/Beijing",14766659,21915
"Peru","2021-10-29","Oxford/AstraZeneca",2162044,21916
"Peru","2021-10-29","Pfizer/BioNTech",18012647,21917
"Peru","2021-10-29","Sinopharm/Beijing",14811672,21918
"Peru","2021-10-30","Oxford/AstraZeneca",2201467,21919
"Peru","2021-10-30","Pfizer/BioNTech",18228627,21920
"Peru","2021-10-30","Sinopharm/Beijing",14866468,21921
"Peru","2021-10-31","Oxford/AstraZeneca",2234519,21922
"Peru","2021-10-31","Pfizer/BioNTech",18407791,21923
"Peru","2021-10-31","Sinopharm/Beijing",14910041,21924
"Peru","2021-11-01","Oxford/AstraZeneca",2244495,21925
"Peru","2021-11-01","Pfizer/BioNTech",18482252,21926
"Peru","2021-11-01","Sinopharm/Beijing",14930326,21927
"Peru","2021-11-02","Oxford/AstraZeneca",2257777,21928
"Peru","2021-11-02","Pfizer/BioNTech",18575449,21929
"Peru","2021-11-02","Sinopharm/Beijing",14960349,21930
"Peru","2021-11-03","Oxford/AstraZeneca",2278437,21931
"Peru","2021-11-03","Pfizer/BioNTech",18688345,21932
"Peru","2021-11-03","Sinopharm/Beijing",14997172,21933
"Peru","2021-11-04","Oxford/AstraZeneca",2308793,21934
"Peru","2021-11-04","Pfizer/BioNTech",18862270,21935
"Peru","2021-11-04","Sinopharm/Beijing",15035880,21936
"Peru","2021-11-05","Oxford/AstraZeneca",2337144,21937
"Peru","2021-11-05","Pfizer/BioNTech",19090048,21938
"Peru","2021-11-05","Sinopharm/Beijing",15079684,21939
"Peru","2021-11-06","Oxford/AstraZeneca",2378109,21940
"Peru","2021-11-06","Pfizer/BioNTech",19413681,21941
"Peru","2021-11-06","Sinopharm/Beijing",15164214,21942
"Peru","2021-11-07","Oxford/AstraZeneca",2410833,21943
"Peru","2021-11-07","Pfizer/BioNTech",19626598,21944
"Peru","2021-11-07","Sinopharm/Beijing",15240249,21945
"Peru","2021-11-08","Oxford/AstraZeneca",2437907,21946
"Peru","2021-11-08","Pfizer/BioNTech",19751593,21947
"Peru","2021-11-08","Sinopharm/Beijing",15296194,21948
"Peru","2021-11-09","Oxford/AstraZeneca",2482276,21949
"Peru","2021-11-09","Pfizer/BioNTech",19889174,21950
"Peru","2021-11-09","Sinopharm/Beijing",15339158,21951
"Peru","2021-11-10","Oxford/AstraZeneca",2529423,21952
"Peru","2021-11-10","Pfizer/BioNTech",20014918,21953
"Peru","2021-11-10","Sinopharm/Beijing",15382716,21954
"Peru","2021-11-11","Oxford/AstraZeneca",2580156,21955
"Peru","2021-11-11","Pfizer/BioNTech",20123690,21956
"Peru","2021-11-11","Sinopharm/Beijing",15422602,21957
"Peru","2021-11-12","Oxford/AstraZeneca",2629073,21958
"Peru","2021-11-12","Pfizer/BioNTech",20212253,21959
"Peru","2021-11-12","Sinopharm/Beijing",15460937,21960
"Peru","2021-11-13","Oxford/AstraZeneca",2705150,21961
"Peru","2021-11-13","Pfizer/BioNTech",20333328,21962
"Peru","2021-11-13","Sinopharm/Beijing",15516571,21963
"Peru","2021-11-14","Oxford/AstraZeneca",2772066,21964
"Peru","2021-11-14","Pfizer/BioNTech",20430731,21965
"Peru","2021-11-14","Sinopharm/Beijing",15573858,21966
"Peru","2021-11-15","Oxford/AstraZeneca",2822259,21967
"Peru","2021-11-15","Pfizer/BioNTech",20508163,21968
"Peru","2021-11-15","Sinopharm/Beijing",15621505,21969
"Peru","2021-11-16","Oxford/AstraZeneca",2874051,21970
"Peru","2021-11-16","Pfizer/BioNTech",20590270,21971
"Peru","2021-11-16","Sinopharm/Beijing",15684251,21972
"Peru","2021-11-17","Oxford/AstraZeneca",2930571,21973
"Peru","2021-11-17","Pfizer/BioNTech",20669670,21974
"Peru","2021-11-17","Sinopharm/Beijing",15744301,21975
"Peru","2021-11-18","Oxford/AstraZeneca",2982376,21976
"Peru","2021-11-18","Pfizer/BioNTech",20748965,21977
"Peru","2021-11-18","Sinopharm/Beijing",15806999,21978
"Peru","2021-11-19","Oxford/AstraZeneca",3027953,21979
"Peru","2021-11-19","Pfizer/BioNTech",20830346,21980
"Peru","2021-11-19","Sinopharm/Beijing",15874383,21981
"Peru","2021-11-20","Oxford/AstraZeneca",3096330,21982
"Peru","2021-11-20","Pfizer/BioNTech",21017155,21983
"Peru","2021-11-20","Sinopharm/Beijing",15964035,21984
"Peru","2021-11-21","Oxford/AstraZeneca",3148993,21985
"Peru","2021-11-21","Pfizer/BioNTech",21201947,21986
"Peru","2021-11-21","Sinopharm/Beijing",16042705,21987
"Peru","2021-11-22","Oxford/AstraZeneca",3178856,21988
"Peru","2021-11-22","Pfizer/BioNTech",21323114,21989
"Peru","2021-11-22","Sinopharm/Beijing",16098837,21990
"Peru","2021-11-23","Oxford/AstraZeneca",3209220,21991
"Peru","2021-11-23","Pfizer/BioNTech",21454790,21992
"Peru","2021-11-23","Sinopharm/Beijing",16156888,21993
"Peru","2021-11-24","Oxford/AstraZeneca",3237027,21994
"Peru","2021-11-24","Pfizer/BioNTech",21583371,21995
"Peru","2021-11-24","Sinopharm/Beijing",16211662,21996
"Peru","2021-11-25","Oxford/AstraZeneca",3264237,21997
"Peru","2021-11-25","Pfizer/BioNTech",21751694,21998
"Peru","2021-11-25","Sinopharm/Beijing",16263785,21999
"Peru","2021-11-26","Oxford/AstraZeneca",3289826,22000
"Peru","2021-11-26","Pfizer/BioNTech",21990173,22001
"Peru","2021-11-26","Sinopharm/Beijing",16313707,22002
"Peru","2021-11-27","Oxford/AstraZeneca",3322015,22003
"Peru","2021-11-27","Pfizer/BioNTech",22356573,22004
"Peru","2021-11-27","Sinopharm/Beijing",16378847,22005
"Peru","2021-11-28","Oxford/AstraZeneca",3351287,22006
"Peru","2021-11-28","Pfizer/BioNTech",22637891,22007
"Peru","2021-11-28","Sinopharm/Beijing",16439712,22008
"Peru","2021-11-29","Oxford/AstraZeneca",3370731,22009
"Peru","2021-11-29","Pfizer/BioNTech",22858986,22010
"Peru","2021-11-29","Sinopharm/Beijing",16483987,22011
"Peru","2021-11-30","Oxford/AstraZeneca",3389236,22012
"Peru","2021-11-30","Pfizer/BioNTech",23073816,22013
"Peru","2021-11-30","Sinopharm/Beijing",16527218,22014
"Peru","2021-12-01","Oxford/AstraZeneca",3405357,22015
"Peru","2021-12-01","Pfizer/BioNTech",23283710,22016
"Peru","2021-12-01","Sinopharm/Beijing",16574287,22017
"Peru","2021-12-02","Oxford/AstraZeneca",3426906,22018
"Peru","2021-12-02","Pfizer/BioNTech",23500771,22019
"Peru","2021-12-02","Sinopharm/Beijing",16629206,22020
"Peru","2021-12-03","Oxford/AstraZeneca",3449271,22021
"Peru","2021-12-03","Pfizer/BioNTech",23704764,22022
"Peru","2021-12-03","Sinopharm/Beijing",16685774,22023
"Peru","2021-12-04","Oxford/AstraZeneca",3479665,22024
"Peru","2021-12-04","Pfizer/BioNTech",23940231,22025
"Peru","2021-12-04","Sinopharm/Beijing",16757257,22026
"Peru","2021-12-05","Oxford/AstraZeneca",3502966,22027
"Peru","2021-12-05","Pfizer/BioNTech",24108252,22028
"Peru","2021-12-05","Sinopharm/Beijing",16819867,22029
"Peru","2021-12-06","Oxford/AstraZeneca",3523458,22030
"Peru","2021-12-06","Pfizer/BioNTech",24262210,22031
"Peru","2021-12-06","Sinopharm/Beijing",16875828,22032
"Peru","2021-12-07","Oxford/AstraZeneca",3542498,22033
"Peru","2021-12-07","Pfizer/BioNTech",24416856,22034
"Peru","2021-12-07","Sinopharm/Beijing",16938695,22035
"Peru","2021-12-08","Oxford/AstraZeneca",3557525,22036
"Peru","2021-12-08","Pfizer/BioNTech",24522697,22037
"Peru","2021-12-08","Sinopharm/Beijing",16989493,22038
"Peru","2021-12-09","Oxford/AstraZeneca",3580321,22039
"Peru","2021-12-09","Pfizer/BioNTech",24678652,22040
"Peru","2021-12-09","Sinopharm/Beijing",17066590,22041
"Peru","2021-12-10","Oxford/AstraZeneca",3613667,22042
"Peru","2021-12-10","Pfizer/BioNTech",24863784,22043
"Peru","2021-12-10","Sinopharm/Beijing",17194110,22044
"Peru","2021-12-11","Oxford/AstraZeneca",3656189,22045
"Peru","2021-12-11","Pfizer/BioNTech",25072706,22046
"Peru","2021-12-11","Sinopharm/Beijing",17351794,22047
"Peru","2021-12-12","Oxford/AstraZeneca",3689503,22048
"Peru","2021-12-12","Pfizer/BioNTech",25233892,22049
"Peru","2021-12-12","Sinopharm/Beijing",17478653,22050
"Peru","2021-12-13","Oxford/AstraZeneca",3722085,22051
"Peru","2021-12-13","Pfizer/BioNTech",25387403,22052
"Peru","2021-12-13","Sinopharm/Beijing",17601970,22053
"Peru","2021-12-14","Oxford/AstraZeneca",3759439,22054
"Peru","2021-12-14","Pfizer/BioNTech",25546321,22055
"Peru","2021-12-14","Sinopharm/Beijing",17730222,22056
"Peru","2021-12-15","Oxford/AstraZeneca",3796629,22057
"Peru","2021-12-15","Pfizer/BioNTech",25689618,22058
"Peru","2021-12-15","Sinopharm/Beijing",17846822,22059
"Peru","2021-12-16","Oxford/AstraZeneca",3827441,22060
"Peru","2021-12-16","Pfizer/BioNTech",25811320,22061
"Peru","2021-12-16","Sinopharm/Beijing",17934262,22062
"Peru","2021-12-17","Oxford/AstraZeneca",3856157,22063
"Peru","2021-12-17","Pfizer/BioNTech",25933318,22064
"Peru","2021-12-17","Sinopharm/Beijing",18019285,22065
"Peru","2021-12-18","Oxford/AstraZeneca",3883409,22066
"Peru","2021-12-18","Pfizer/BioNTech",26055442,22067
"Peru","2021-12-18","Sinopharm/Beijing",18101169,22068
"Peru","2021-12-19","Oxford/AstraZeneca",3905040,22069
"Peru","2021-12-19","Pfizer/BioNTech",26152918,22070
"Peru","2021-12-19","Sinopharm/Beijing",18163670,22071
"Peru","2021-12-20","Oxford/AstraZeneca",3927981,22072
"Peru","2021-12-20","Pfizer/BioNTech",26331779,22073
"Peru","2021-12-20","Sinopharm/Beijing",18229002,22074
"Peru","2021-12-21","Oxford/AstraZeneca",3951181,22075
"Peru","2021-12-21","Pfizer/BioNTech",26624573,22076
"Peru","2021-12-21","Sinopharm/Beijing",18290745,22077
"Peru","2021-12-22","Oxford/AstraZeneca",3970633,22078
"Peru","2021-12-22","Pfizer/BioNTech",26886419,22079
"Peru","2021-12-22","Sinopharm/Beijing",18346114,22080
"Peru","2021-12-23","Oxford/AstraZeneca",3985742,22081
"Peru","2021-12-23","Pfizer/BioNTech",27069076,22082
"Peru","2021-12-23","Sinopharm/Beijing",18393424,22083
"Peru","2021-12-24","Oxford/AstraZeneca",3989880,22084
"Peru","2021-12-24","Pfizer/BioNTech",27125538,22085
"Peru","2021-12-24","Sinopharm/Beijing",18412966,22086
"Peru","2021-12-25","Oxford/AstraZeneca",3990758,22087
"Peru","2021-12-25","Pfizer/BioNTech",27154263,22088
"Peru","2021-12-25","Sinopharm/Beijing",18417553,22089
"Peru","2021-12-26","Oxford/AstraZeneca",3997597,22090
"Peru","2021-12-26","Pfizer/BioNTech",27305806,22091
"Peru","2021-12-26","Sinopharm/Beijing",18446181,22092
"Peru","2021-12-27","Oxford/AstraZeneca",4013002,22093
"Peru","2021-12-27","Pfizer/BioNTech",27547799,22094
"Peru","2021-12-27","Sinopharm/Beijing",18503825,22095
"Peru","2021-12-28","Oxford/AstraZeneca",4029075,22096
"Peru","2021-12-28","Pfizer/BioNTech",27800077,22097
"Peru","2021-12-28","Sinopharm/Beijing",18563317,22098
"Peru","2021-12-29","Oxford/AstraZeneca",4044183,22099
"Peru","2021-12-29","Pfizer/BioNTech",28016476,22100
"Peru","2021-12-29","Sinopharm/Beijing",18615451,22101
"Peru","2021-12-30","Oxford/AstraZeneca",4055822,22102
"Peru","2021-12-30","Pfizer/BioNTech",28176137,22103
"Peru","2021-12-30","Sinopharm/Beijing",18662535,22104
"Peru","2021-12-31","Oxford/AstraZeneca",4059463,22105
"Peru","2021-12-31","Pfizer/BioNTech",28223003,22106
"Peru","2021-12-31","Sinopharm/Beijing",18682626,22107
"Peru","2022-01-01","Oxford/AstraZeneca",4060087,22108
"Peru","2022-01-01","Pfizer/BioNTech",28241372,22109
"Peru","2022-01-01","Sinopharm/Beijing",18687216,22110
"Peru","2022-01-02","Oxford/AstraZeneca",4063225,22111
"Peru","2022-01-02","Pfizer/BioNTech",28333999,22112
"Peru","2022-01-02","Sinopharm/Beijing",18707820,22113
"Peru","2022-01-03","Oxford/AstraZeneca",4069961,22114
"Peru","2022-01-03","Pfizer/BioNTech",28518429,22115
"Peru","2022-01-03","Sinopharm/Beijing",18765529,22116
"Peru","2022-01-04","Oxford/AstraZeneca",4076951,22117
"Peru","2022-01-04","Pfizer/BioNTech",28724075,22118
"Peru","2022-01-04","Sinopharm/Beijing",18828054,22119
"Peru","2022-01-05","Oxford/AstraZeneca",4084196,22120
"Peru","2022-01-05","Pfizer/BioNTech",28969653,22121
"Peru","2022-01-05","Sinopharm/Beijing",18893443,22122
"Peru","2022-01-06","Oxford/AstraZeneca",4092499,22123
"Peru","2022-01-06","Pfizer/BioNTech",29223347,22124
"Peru","2022-01-06","Sinopharm/Beijing",18953615,22125
"Peru","2022-01-07","Oxford/AstraZeneca",4101353,22126
"Peru","2022-01-07","Pfizer/BioNTech",29478537,22127
"Peru","2022-01-07","Sinopharm/Beijing",19012105,22128
"Peru","2022-01-08","Oxford/AstraZeneca",4110326,22129
"Peru","2022-01-08","Pfizer/BioNTech",29752592,22130
"Peru","2022-01-08","Sinopharm/Beijing",19065423,22131
"Peru","2022-01-09","Oxford/AstraZeneca",4116298,22132
"Peru","2022-01-09","Pfizer/BioNTech",29916733,22133
"Peru","2022-01-09","Sinopharm/Beijing",19099384,22134
"Peru","2022-01-10","Oxford/AstraZeneca",4125621,22135
"Peru","2022-01-10","Pfizer/BioNTech",30131279,22136
"Peru","2022-01-10","Sinopharm/Beijing",19155686,22137
"Peru","2022-01-11","Oxford/AstraZeneca",4134020,22138
"Peru","2022-01-11","Pfizer/BioNTech",30336475,22139
"Peru","2022-01-11","Sinopharm/Beijing",19204890,22140
"Peru","2022-01-12","Oxford/AstraZeneca",4142466,22141
"Peru","2022-01-12","Pfizer/BioNTech",30527087,22142
"Peru","2022-01-12","Sinopharm/Beijing",19251150,22143
"Peru","2022-01-13","Oxford/AstraZeneca",4150724,22144
"Peru","2022-01-13","Pfizer/BioNTech",30725753,22145
"Peru","2022-01-13","Sinopharm/Beijing",19293644,22146
"Peru","2022-01-14","Oxford/AstraZeneca",4158606,22147
"Peru","2022-01-14","Pfizer/BioNTech",30912994,22148
"Peru","2022-01-14","Sinopharm/Beijing",19330754,22149
"Peru","2022-01-15","Oxford/AstraZeneca",4166607,22150
"Peru","2022-01-15","Pfizer/BioNTech",31101844,22151
"Peru","2022-01-15","Sinopharm/Beijing",19360243,22152
"Peru","2022-01-16","Oxford/AstraZeneca",4171144,22153
"Peru","2022-01-16","Pfizer/BioNTech",31210813,22154
"Peru","2022-01-16","Sinopharm/Beijing",19379151,22155
"Peru","2022-01-17","Oxford/AstraZeneca",4178616,22156
"Peru","2022-01-17","Pfizer/BioNTech",31353087,22157
"Peru","2022-01-17","Sinopharm/Beijing",19414862,22158
"Peru","2022-01-18","Oxford/AstraZeneca",4185391,22159
"Peru","2022-01-18","Pfizer/BioNTech",31485493,22160
"Peru","2022-01-18","Sinopharm/Beijing",19445394,22161
"Peru","2022-01-19","Oxford/AstraZeneca",4191371,22162
"Peru","2022-01-19","Pfizer/BioNTech",31615015,22163
"Peru","2022-01-19","Sinopharm/Beijing",19474984,22164
"Peru","2022-01-20","Oxford/AstraZeneca",4197189,22165
"Peru","2022-01-20","Pfizer/BioNTech",31728988,22166
"Peru","2022-01-20","Sinopharm/Beijing",19502438,22167
"Peru","2022-01-21","Oxford/AstraZeneca",4202718,22168
"Peru","2022-01-21","Pfizer/BioNTech",31840245,22169
"Peru","2022-01-21","Sinopharm/Beijing",19526947,22170
"Peru","2022-01-22","Oxford/AstraZeneca",4207776,22171
"Peru","2022-01-22","Pfizer/BioNTech",31962856,22172
"Peru","2022-01-22","Sinopharm/Beijing",19548137,22173
"Peru","2022-01-23","Oxford/AstraZeneca",4214721,22174
"Peru","2022-01-23","Pfizer/BioNTech",32055054,22175
"Peru","2022-01-23","Sinopharm/Beijing",19563643,22176
"Peru","2022-01-24","Oxford/AstraZeneca",4226070,22177
"Peru","2022-01-24","Pfizer/BioNTech",32192568,22178
"Peru","2022-01-24","Sinopharm/Beijing",19587736,22179
"Peru","2022-01-25","Oxford/AstraZeneca",4240809,22180
"Peru","2022-01-25","Pfizer/BioNTech",32330983,22181
"Peru","2022-01-25","Sinopharm/Beijing",19609347,22182
"Peru","2022-01-26","Oxford/AstraZeneca",4258924,22183
"Peru","2022-01-26","Pfizer/BioNTech",32478265,22184
"Peru","2022-01-26","Sinopharm/Beijing",19631180,22185
