"location","date","vaccine","total_vaccinations","id"
"Peru","2021-04-22","Sinopharm/Beijing",876764,21348
"Peru","2021-04-23","Oxford/AstraZeneca",1643,21349
"Peru","2021-04-23","Pfizer/BioNTech",650961,21350
"Peru","2021-04-23","Sinopharm/Beijing",878507,21351
"Peru","2021-04-24","Oxford/AstraZeneca",2807,21352
"Peru","2021-04-24","Pfizer/BioNTech",677058,21353
"Peru","2021-04-24","Sinopharm/Beijing",881396,21354
"Peru","2021-04-25","Oxford/AstraZeneca",2817,21355
"Peru","2021-04-25","Pfizer/BioNTech",692174,21356
"Peru","2021-04-25","Sinopharm/Beijing",881967,21357
"Peru","2021-04-26","Oxford/AstraZeneca",11368,21358
"Peru","2021-04-26","Pfizer/BioNTech",698520,21359
"Peru","2021-04-26","Sinopharm/Beijing",886949,21360
"Peru","2021-04-27","Oxford/AstraZeneca",23595,21361
"Peru","2021-04-27","Pfizer/BioNTech",705275,21362
"Peru","2021-04-27","Sinopharm/Beijing",898516,21363
"Peru","2021-04-28","Oxford/AstraZeneca",40979,21364
"Peru","2021-04-28","Pfizer/BioNTech",725828,21365
"Peru","2021-04-28","Sinopharm/Beijing",911962,21366
"Peru","2021-04-29","Oxford/AstraZeneca",62279,21367
"Peru","2021-04-29","Pfizer/BioNTech",747826,21368
"Peru","2021-04-29","Sinopharm/Beijing",926310,21369
"Peru","2021-04-30","Oxford/AstraZeneca",81820,21370
"Peru","2021-04-30","Pfizer/BioNTech",809930,21371
"Peru","2021-04-30","Sinopharm/Beijing",944290,21372
"Peru","2021-05-01","Oxford/AstraZeneca",88507,21373
"Peru","2021-05-01","Pfizer/BioNTech",866841,21374
"Peru","2021-05-01","Sinopharm/Beijing",946841,21375
"Peru","2021-05-02","Oxford/AstraZeneca",90501,21376
"Peru","2021-05-02","Pfizer/BioNTech",912180,21377
"Peru","2021-05-02","Sinopharm/Beijing",948579,21378
"Peru","2021-05-03","Oxford/AstraZeneca",101727,21379
"Peru","2021-05-03","Pfizer/BioNTech",961482,21380
"Peru","2021-05-03","Sinopharm/Beijing",952378,21381
"Peru","2021-05-04","Oxford/AstraZeneca",111071,21382
"Peru","2021-05-04","Pfizer/BioNTech",975411,21383
"Peru","2021-05-04","Sinopharm/Beijing",953505,21384
"Peru","2021-05-05","Oxford/AstraZeneca",120454,21385
"Peru","2021-05-05","Pfizer/BioNTech",987868,21386
"Peru","2021-05-05","Sinopharm/Beijing",956741,21387
"Peru","2021-05-06","Oxford/AstraZeneca",129401,21388
"Peru","2021-05-06","Pfizer/BioNTech",1018780,21389
"Peru","2021-05-06","Sinopharm/Beijing",958200,21390
"Peru","2021-05-07","Oxford/AstraZeneca",137914,21391
"Peru","2021-05-07","Pfizer/BioNTech",1057898,21392
"Peru","2021-05-07","Sinopharm/Beijing",958927,21393
"Peru","2021-05-08","Oxford/AstraZeneca",142313,21394
"Peru","2021-05-08","Pfizer/BioNTech",1137164,21395
"Peru","2021-05-08","Sinopharm/Beijing",959152,21396
"Peru","2021-05-09","Oxford/AstraZeneca",142980,21397
"Peru","2021-05-09","Pfizer/BioNTech",1195302,21398
"Peru","2021-05-09","Sinopharm/Beijing",959167,21399
"Peru","2021-05-10","Oxford/AstraZeneca",147131,21400
"Peru","2021-05-10","Pfizer/BioNTech",1246813,21401
"Peru","2021-05-10","Sinopharm/Beijing",960104,21402
"Peru","2021-05-11","Oxford/AstraZeneca",152605,21403
"Peru","2021-05-11","Pfizer/BioNTech",1296011,21404
"Peru","2021-05-11","Sinopharm/Beijing",960796,21405
"Peru","2021-05-12","Oxford/AstraZeneca",165180,21406
"Peru","2021-05-12","Pfizer/BioNTech",1351192,21407
"Peru","2021-05-12","Sinopharm/Beijing",962173,21408
"Peru","2021-05-13","Oxford/AstraZeneca",177423,21409
"Peru","2021-05-13","Pfizer/BioNTech",1419799,21410
"Peru","2021-05-13","Sinopharm/Beijing",963189,21411
"Peru","2021-05-14","Oxford/AstraZeneca",189997,21412
"Peru","2021-05-14","Pfizer/BioNTech",1515250,21413
"Peru","2021-05-14","Sinopharm/Beijing",964122,21414
"Peru","2021-05-15","Oxford/AstraZeneca",197313,21415
"Peru","2021-05-15","Pfizer/BioNTech",1582211,21416
"Peru","2021-05-15","Sinopharm/Beijing",964857,21417
"Peru","2021-05-16","Oxford/AstraZeneca",199960,21418
"Peru","2021-05-16","Pfizer/BioNTech",1617758,21419
"Peru","2021-05-16","Sinopharm/Beijing",964867,21420
"Peru","2021-05-17","Oxford/AstraZeneca",206270,21421
"Peru","2021-05-17","Pfizer/BioNTech",1670650,21422
"Peru","2021-05-17","Sinopharm/Beijing",965143,21423
"Peru","2021-05-18","Oxford/AstraZeneca",211265,21424
"Peru","2021-05-18","Pfizer/BioNTech",1734698,21425
"Peru","2021-05-18","Sinopharm/Beijing",965616,21426
"Peru","2021-05-19","Oxford/AstraZeneca",216549,21427
"Peru","2021-05-19","Pfizer/BioNTech",1807872,21428
"Peru","2021-05-19","Sinopharm/Beijing",967865,21429
"Peru","2021-05-20","Oxford/AstraZeneca",220118,21430
"Peru","2021-05-20","Pfizer/BioNTech",1889243,21431
"Peru","2021-05-20","Sinopharm/Beijing",969695,21432
"Peru","2021-05-21","Oxford/AstraZeneca",226469,21433
"Peru","2021-05-21","Pfizer/BioNTech",2044342,21434
"Peru","2021-05-21","Sinopharm/Beijing",971195,21435
"Peru","2021-05-22","Oxford/AstraZeneca",230823,21436
"Peru","2021-05-22","Pfizer/BioNTech",2169833,21437
"Peru","2021-05-22","Sinopharm/Beijing",973122,21438
"Peru","2021-05-23","Oxford/AstraZeneca",232611,21439
"Peru","2021-05-23","Pfizer/BioNTech",2255610,21440
"Peru","2021-05-23","Sinopharm/Beijing",973870,21441
"Peru","2021-05-24","Oxford/AstraZeneca",238435,21442
"Peru","2021-05-24","Pfizer/BioNTech",2371228,21443
"Peru","2021-05-24","Sinopharm/Beijing",974395,21444
"Peru","2021-05-25","Oxford/AstraZeneca",243255,21445
"Peru","2021-05-25","Pfizer/BioNTech",2466313,21446
"Peru","2021-05-25","Sinopharm/Beijing",975987,21447
"Peru","2021-05-26","Oxford/AstraZeneca",247481,21448
"Peru","2021-05-26","Pfizer/BioNTech",2556464,21449
"Peru","2021-05-26","Sinopharm/Beijing",977745,21450
"Peru","2021-05-27","Oxford/AstraZeneca",250874,21451
"Peru","2021-05-27","Pfizer/BioNTech",2668735,21452
"Peru","2021-05-27","Sinopharm/Beijing",979548,21453
"Peru","2021-05-28","Oxford/AstraZeneca",257212,21454
"Peru","2021-05-28","Pfizer/BioNTech",2814209,21455
"Peru","2021-05-28","Sinopharm/Beijing",980295,21456
"Peru","2021-05-29","Oxford/AstraZeneca",260085,21457
"Peru","2021-05-29","Pfizer/BioNTech",2942309,21458
"Peru","2021-05-29","Sinopharm/Beijing",980906,21459
"Peru","2021-05-30","Oxford/AstraZeneca",260752,21460
"Peru","2021-05-30","Pfizer/BioNTech",3007120,21461
"Peru","2021-05-30","Sinopharm/Beijing",980926,21462
"Peru","2021-05-31","Oxford/AstraZeneca",262224,21463
"Peru","2021-05-31","Pfizer/BioNTech",3116764,21464
"Peru","2021-05-31","Sinopharm/Beijing",982280,21465
"Peru","2021-06-01","Oxford/AstraZeneca",263710,21466
"Peru","2021-06-01","Pfizer/BioNTech",3228263,21467
"Peru","2021-06-01","Sinopharm/Beijing",983052,21468
"Peru","2021-06-02","Oxford/AstraZeneca",266062,21469
"Peru","2021-06-02","Pfizer/BioNTech",3339831,21470
"Peru","2021-06-02","Sinopharm/Beijing",983911,21471
"Peru","2021-06-03","Oxford/AstraZeneca",268707,21472
"Peru","2021-06-03","Pfizer/BioNTech",3401921,21473
"Peru","2021-06-03","Sinopharm/Beijing",984880,21474
"Peru","2021-06-04","Oxford/AstraZeneca",270749,21475
"Peru","2021-06-04","Pfizer/BioNTech",3436747,21476
"Peru","2021-06-04","Sinopharm/Beijing",985791,21477
"Peru","2021-06-05","Oxford/AstraZeneca",271293,21478
"Peru","2021-06-05","Pfizer/BioNTech",3456961,21479
"Peru","2021-06-05","Sinopharm/Beijing",986349,21480
"Peru","2021-06-06","Oxford/AstraZeneca",271439,21481
"Peru","2021-06-06","Pfizer/BioNTech",3458958,21482
"Peru","2021-06-06","Sinopharm/Beijing",986384,21483
"Peru","2021-06-07","Oxford/AstraZeneca",272536,21484
"Peru","2021-06-07","Pfizer/BioNTech",3489106,21485
"Peru","2021-06-07","Sinopharm/Beijing",986674,21486
"Peru","2021-06-08","Oxford/AstraZeneca",294328,21487
"Peru","2021-06-08","Pfizer/BioNTech",3685518,21488
"Peru","2021-06-08","Sinopharm/Beijing",986901,21489
"Peru","2021-06-09","Oxford/AstraZeneca",322485,21490
"Peru","2021-06-09","Pfizer/BioNTech",3864609,21491
"Peru","2021-06-09","Sinopharm/Beijing",987177,21492
"Peru","2021-06-10","Oxford/AstraZeneca",363371,21493
"Peru","2021-06-10","Pfizer/BioNTech",4054323,21494
"Peru","2021-06-10","Sinopharm/Beijing",987989,21495
"Peru","2021-06-11","Oxford/AstraZeneca",400983,21496
"Peru","2021-06-11","Pfizer/BioNTech",4241837,21497
"Peru","2021-06-11","Sinopharm/Beijing",989230,21498
"Peru","2021-06-12","Oxford/AstraZeneca",425828,21499
"Peru","2021-06-12","Pfizer/BioNTech",4381700,21500
"Peru","2021-06-12","Sinopharm/Beijing",989419,21501
"Peru","2021-06-13","Oxford/AstraZeneca",436344,21502
"Peru","2021-06-13","Pfizer/BioNTech",4454967,21503
"Peru","2021-06-13","Sinopharm/Beijing",990047,21504
"Peru","2021-06-14","Oxford/AstraZeneca",459808,21505
"Peru","2021-06-14","Pfizer/BioNTech",4540586,21506
"Peru","2021-06-14","Sinopharm/Beijing",996166,21507
"Peru","2021-06-15","Oxford/AstraZeneca",478010,21508
"Peru","2021-06-15","Pfizer/BioNTech",4636081,21509
"Peru","2021-06-15","Sinopharm/Beijing",1014228,21510
"Peru","2021-06-16","Oxford/AstraZeneca",492696,21511
"Peru","2021-06-16","Pfizer/BioNTech",4727495,21512
"Peru","2021-06-16","Sinopharm/Beijing",1023659,21513
"Peru","2021-06-17","Oxford/AstraZeneca",506003,21514
"Peru","2021-06-17","Pfizer/BioNTech",4850754,21515
"Peru","2021-06-17","Sinopharm/Beijing",1028443,21516
"Peru","2021-06-18","Oxford/AstraZeneca",518263,21517
"Peru","2021-06-18","Pfizer/BioNTech",5008418,21518
"Peru","2021-06-18","Sinopharm/Beijing",1033757,21519
"Peru","2021-06-19","Oxford/AstraZeneca",525348,21520
"Peru","2021-06-19","Pfizer/BioNTech",5111267,21521
"Peru","2021-06-19","Sinopharm/Beijing",1038568,21522
"Peru","2021-06-20","Oxford/AstraZeneca",526629,21523
"Peru","2021-06-20","Pfizer/BioNTech",5142477,21524
"Peru","2021-06-20","Sinopharm/Beijing",1039651,21525
"Peru","2021-06-21","Oxford/AstraZeneca",534020,21526
"Peru","2021-06-21","Pfizer/BioNTech",5238089,21527
"Peru","2021-06-21","Sinopharm/Beijing",1049816,21528
"Peru","2021-06-22","Oxford/AstraZeneca",545495,21529
"Peru","2021-06-22","Pfizer/BioNTech",5357904,21530
"Peru","2021-06-22","Sinopharm/Beijing",1060707,21531
"Peru","2021-06-23","Oxford/AstraZeneca",554232,21532
"Peru","2021-06-23","Pfizer/BioNTech",5468321,21533
"Peru","2021-06-23","Sinopharm/Beijing",1070870,21534
"Peru","2021-06-24","Oxford/AstraZeneca",562917,21535
"Peru","2021-06-24","Pfizer/BioNTech",5534071,21536
"Peru","2021-06-24","Sinopharm/Beijing",1082870,21537
"Peru","2021-06-25","Oxford/AstraZeneca",570610,21538
"Peru","2021-06-25","Pfizer/BioNTech",5644741,21539
"Peru","2021-06-25","Sinopharm/Beijing",1092285,21540
"Peru","2021-06-26","Oxford/AstraZeneca",574659,21541
"Peru","2021-06-26","Pfizer/BioNTech",5717789,21542
"Peru","2021-06-26","Sinopharm/Beijing",1097773,21543
"Peru","2021-06-27","Oxford/AstraZeneca",577555,21544
"Peru","2021-06-27","Pfizer/BioNTech",5764149,21545
"Peru","2021-06-27","Sinopharm/Beijing",1099928,21546
"Peru","2021-06-28","Oxford/AstraZeneca",584119,21547
"Peru","2021-06-28","Pfizer/BioNTech",5805932,21548
"Peru","2021-06-28","Sinopharm/Beijing",1108210,21549
"Peru","2021-06-29","Oxford/AstraZeneca",590487,21550
"Peru","2021-06-29","Pfizer/BioNTech",5897558,21551
"Peru","2021-06-29","Sinopharm/Beijing",1111442,21552
"Peru","2021-06-30","Oxford/AstraZeneca",596662,21553
"Peru","2021-06-30","Pfizer/BioNTech",6070362,21554
"Peru","2021-06-30","Sinopharm/Beijing",1115379,21555
"Peru","2021-07-01","Oxford/AstraZeneca",600392,21556
"Peru","2021-07-01","Pfizer/BioNTech",6265205,21557
"Peru","2021-07-01","Sinopharm/Beijing",1119265,21558
"Peru","2021-07-02","Oxford/AstraZeneca",603680,21559
"Peru","2021-07-02","Pfizer/BioNTech",6463273,21560
"Peru","2021-07-02","Sinopharm/Beijing",1126568,21561
"Peru","2021-07-03","Oxford/AstraZeneca",607411,21562
"Peru","2021-07-03","Pfizer/BioNTech",6651498,21563
"Peru","2021-07-03","Sinopharm/Beijing",1132878,21564
"Peru","2021-07-04","Oxford/AstraZeneca",608863,21565
"Peru","2021-07-04","Pfizer/BioNTech",6782893,21566
"Peru","2021-07-04","Sinopharm/Beijing",1136249,21567
"Peru","2021-07-05","Oxford/AstraZeneca",612088,21568
"Peru","2021-07-05","Pfizer/BioNTech",6958416,21569
"Peru","2021-07-05","Sinopharm/Beijing",1146162,21570
"Peru","2021-07-06","Oxford/AstraZeneca",616092,21571
"Peru","2021-07-06","Pfizer/BioNTech",7126652,21572
"Peru","2021-07-06","Sinopharm/Beijing",1188653,21573
"Peru","2021-07-07","Oxford/AstraZeneca",622810,21574
"Peru","2021-07-07","Pfizer/BioNTech",7263148,21575
"Peru","2021-07-07","Sinopharm/Beijing",1217988,21576
"Peru","2021-07-08","Oxford/AstraZeneca",633598,21577
"Peru","2021-07-08","Pfizer/BioNTech",7395215,21578
"Peru","2021-07-08","Sinopharm/Beijing",1234822,21579
"Peru","2021-07-09","Oxford/AstraZeneca",643004,21580
"Peru","2021-07-09","Pfizer/BioNTech",7531284,21581
"Peru","2021-07-09","Sinopharm/Beijing",1253913,21582
"Peru","2021-07-10","Oxford/AstraZeneca",651040,21583
"Peru","2021-07-10","Pfizer/BioNTech",7769883,21584
"Peru","2021-07-10","Sinopharm/Beijing",1276531,21585
"Peru","2021-07-11","Oxford/AstraZeneca",655056,21586
"Peru","2021-07-11","Pfizer/BioNTech",7943658,21587
"Peru","2021-07-11","Sinopharm/Beijing",1280321,21588
"Peru","2021-07-12","Oxford/AstraZeneca",665341,21589
"Peru","2021-07-12","Pfizer/BioNTech",8027861,21590
"Peru","2021-07-12","Sinopharm/Beijing",1293583,21591
"Peru","2021-07-13","Oxford/AstraZeneca",676287,21592
"Peru","2021-07-13","Pfizer/BioNTech",8112675,21593
"Peru","2021-07-13","Sinopharm/Beijing",1310349,21594
"Peru","2021-07-14","Oxford/AstraZeneca",687663,21595
"Peru","2021-07-14","Pfizer/BioNTech",8223573,21596
"Peru","2021-07-14","Sinopharm/Beijing",1338002,21597
"Peru","2021-07-15","Oxford/AstraZeneca",696785,21598
"Peru","2021-07-15","Pfizer/BioNTech",8382521,21599
"Peru","2021-07-15","Sinopharm/Beijing",1370684,21600
"Peru","2021-07-16","Oxford/AstraZeneca",703616,21601
"Peru","2021-07-16","Pfizer/BioNTech",8541772,21602
"Peru","2021-07-16","Sinopharm/Beijing",1433653,21603
"Peru","2021-07-17","Oxford/AstraZeneca",708385,21604
"Peru","2021-07-17","Pfizer/BioNTech",8770018,21605
"Peru","2021-07-17","Sinopharm/Beijing",1510444,21606
"Peru","2021-07-18","Oxford/AstraZeneca",710671,21607
"Peru","2021-07-18","Pfizer/BioNTech",8900303,21608
"Peru","2021-07-18","Sinopharm/Beijing",1556957,21609
"Peru","2021-07-19","Oxford/AstraZeneca",714778,21610
"Peru","2021-07-19","Pfizer/BioNTech",8966638,21611
"Peru","2021-07-19","Sinopharm/Beijing",1585289,21612
"Peru","2021-07-20","Oxford/AstraZeneca",718516,21613
"Peru","2021-07-20","Pfizer/BioNTech",9024024,21614
"Peru","2021-07-20","Sinopharm/Beijing",1627936,21615
"Peru","2021-07-21","Oxford/AstraZeneca",721814,21616
"Peru","2021-07-21","Pfizer/BioNTech",9126848,21617
"Peru","2021-07-21","Sinopharm/Beijing",1681677,21618
"Peru","2021-07-22","Oxford/AstraZeneca",725806,21619
"Peru","2021-07-22","Pfizer/BioNTech",9249828,21620
"Peru","2021-07-22","Sinopharm/Beijing",1749489,21621
"Peru","2021-07-23","Oxford/AstraZeneca",729707,21622
"Peru","2021-07-23","Pfizer/BioNTech",9401949,21623
"Peru","2021-07-23","Sinopharm/Beijing",1842490,21624
"Peru","2021-07-24","Oxford/AstraZeneca",732656,21625
"Peru","2021-07-24","Pfizer/BioNTech",9691224,21626
"Peru","2021-07-24","Sinopharm/Beijing",1939356,21627
"Peru","2021-07-25","Oxford/AstraZeneca",734403,21628
"Peru","2021-07-25","Pfizer/BioNTech",9951487,21629
"Peru","2021-07-25","Sinopharm/Beijing",1986044,21630
"Peru","2021-07-26","Oxford/AstraZeneca",737034,21631
"Peru","2021-07-26","Pfizer/BioNTech",9980108,21632
"Peru","2021-07-26","Sinopharm/Beijing",2032965,21633
"Peru","2021-07-27","Oxford/AstraZeneca",740082,21634
"Peru","2021-07-27","Pfizer/BioNTech",10182579,21635
"Peru","2021-07-27","Sinopharm/Beijing",2083304,21636
"Peru","2021-07-28","Oxford/AstraZeneca",741960,21637
"Peru","2021-07-28","Pfizer/BioNTech",10282809,21638
"Peru","2021-07-28","Sinopharm/Beijing",2097642,21639
"Peru","2021-07-29","Oxford/AstraZeneca",743879,21640
"Peru","2021-07-29","Pfizer/BioNTech",10333419,21641
"Peru","2021-07-29","Sinopharm/Beijing",2110517,21642
"Peru","2021-07-30","Oxford/AstraZeneca",746514,21643
"Peru","2021-07-30","Pfizer/BioNTech",10460324,21644
"Peru","2021-07-30","Sinopharm/Beijing",2147546,21645
"Peru","2021-07-31","Oxford/AstraZeneca",748484,21646
"Peru","2021-07-31","Pfizer/BioNTech",10692977,21647
"Peru","2021-07-31","Sinopharm/Beijing",2189552,21648
"Peru","2021-08-01","Oxford/AstraZeneca",749341,21649
"Peru","2021-08-01","Pfizer/BioNTech",10883959,21650
"Peru","2021-08-01","Sinopharm/Beijing",2207504,21651
"Peru","2021-08-02","Oxford/AstraZeneca",751318,21652
"Peru","2021-08-02","Pfizer/BioNTech",11008528,21653
"Peru","2021-08-02","Sinopharm/Beijing",2230396,21654
"Peru","2021-08-03","Oxford/AstraZeneca",753792,21655
"Peru","2021-08-03","Pfizer/BioNTech",11111987,21656
"Peru","2021-08-03","Sinopharm/Beijing",2264745,21657
"Peru","2021-08-04","Oxford/AstraZeneca",755952,21658
"Peru","2021-08-04","Pfizer/BioNTech",11221901,21659
"Peru","2021-08-04","Sinopharm/Beijing",2314794,21660
"Peru","2021-08-05","Oxford/AstraZeneca",758606,21661
"Peru","2021-08-05","Pfizer/BioNTech",11331186,21662
"Peru","2021-08-05","Sinopharm/Beijing",2375999,21663
"Peru","2021-08-06","Oxford/AstraZeneca",761108,21664
"Peru","2021-08-06","Pfizer/BioNTech",11442526,21665
"Peru","2021-08-06","Sinopharm/Beijing",2548000,21666
"Peru","2021-08-07","Oxford/AstraZeneca",764446,21667
"Peru","2021-08-07","Pfizer/BioNTech",11616924,21668
"Peru","2021-08-07","Sinopharm/Beijing",2868041,21669
"Peru","2021-08-08","Oxford/AstraZeneca",767008,21670
"Peru","2021-08-08","Pfizer/BioNTech",11776448,21671
"Peru","2021-08-08","Sinopharm/Beijing",3069297,21672
"Peru","2021-08-09","Oxford/AstraZeneca",769830,21673
"Peru","2021-08-09","Pfizer/BioNTech",11821543,21674
"Peru","2021-08-09","Sinopharm/Beijing",3127506,21675
"Peru","2021-08-10","Oxford/AstraZeneca",777318,21676
"Peru","2021-08-10","Pfizer/BioNTech",11870833,21677
"Peru","2021-08-10","Sinopharm/Beijing",3195434,21678
"Peru","2021-08-11","Oxford/AstraZeneca",783309,21679
"Peru","2021-08-11","Pfizer/BioNTech",11928629,21680
"Peru","2021-08-11","Sinopharm/Beijing",3251978,21681
"Peru","2021-08-12","Oxford/AstraZeneca",788443,21682
"Peru","2021-08-12","Pfizer/BioNTech",11980458,21683
"Peru","2021-08-12","Sinopharm/Beijing",3313334,21684
"Peru","2021-08-13","Oxford/AstraZeneca",793677,21685
"Peru","2021-08-13","Pfizer/BioNTech",12023155,21686
"Peru","2021-08-13","Sinopharm/Beijing",3383709,21687
"Peru","2021-08-14","Oxford/AstraZeneca",798208,21688
"Peru","2021-08-14","Pfizer/BioNTech",12180523,21689
"Peru","2021-08-14","Sinopharm/Beijing",3457103,21690
"Peru","2021-08-15","Oxford/AstraZeneca",799884,21691
"Peru","2021-08-15","Pfizer/BioNTech",12336514,21692
"Peru","2021-08-15","Sinopharm/Beijing",3497102,21693
"Peru","2021-08-16","Oxford/AstraZeneca",804840,21694
"Peru","2021-08-16","Pfizer/BioNTech",12369534,21695
"Peru","2021-08-16","Sinopharm/Beijing",3539707,21696
"Peru","2021-08-17","Oxford/AstraZeneca",811095,21697
"Peru","2021-08-17","Pfizer/BioNTech",12394232,21698
"Peru","2021-08-17","Sinopharm/Beijing",3609980,21699
"Peru","2021-08-18","Oxford/AstraZeneca",818167,21700
"Peru","2021-08-18","Pfizer/BioNTech",12413315,21701
"Peru","2021-08-18","Sinopharm/Beijing",3673624,21702
"Peru","2021-08-19","Oxford/AstraZeneca",823483,21703
"Peru","2021-08-19","Pfizer/BioNTech",12434131,21704
"Peru","2021-08-19","Sinopharm/Beijing",3749920,21705
"Peru","2021-08-20","Oxford/AstraZeneca",831128,21706
"Peru","2021-08-20","Pfizer/BioNTech",12470207,21707
"Peru","2021-08-20","Sinopharm/Beijing",3857635,21708
"Peru","2021-08-21","Oxford/AstraZeneca",839966,21709
"Peru","2021-08-21","Pfizer/BioNTech",12591964,21710
"Peru","2021-08-21","Sinopharm/Beijing",4044602,21711
"Peru","2021-08-22","Oxford/AstraZeneca",849720,21712
"Peru","2021-08-22","Pfizer/BioNTech",12674889,21713
"Peru","2021-08-22","Sinopharm/Beijing",4184350,21714
"Peru","2021-08-23","Oxford/AstraZeneca",857717,21715
"Peru","2021-08-23","Pfizer/BioNTech",12708905,21716
"Peru","2021-08-23","Sinopharm/Beijing",4223629,21717
"Peru","2021-08-24","Oxford/AstraZeneca",866161,21718
"Peru","2021-08-24","Pfizer/BioNTech",12730894,21719
"Peru","2021-08-24","Sinopharm/Beijing",4270784,21720
"Peru","2021-08-25","Oxford/AstraZeneca",870479,21721
"Peru","2021-08-25","Pfizer/BioNTech",12762592,21722
"Peru","2021-08-25","Sinopharm/Beijing",4326617,21723
"Peru","2021-08-26","Oxford/AstraZeneca",873475,21724
"Peru","2021-08-26","Pfizer/BioNTech",12789969,21725
"Peru","2021-08-26","Sinopharm/Beijing",4403573,21726
"Peru","2021-08-27","Oxford/AstraZeneca",876085,21727
"Peru","2021-08-27","Pfizer/BioNTech",12852253,21728
"Peru","2021-08-27","Sinopharm/Beijing",4512910,21729
"Peru","2021-08-28","Oxford/AstraZeneca",879726,21730
"Peru","2021-08-28","Pfizer/BioNTech",12985037,21731
"Peru","2021-08-28","Sinopharm/Beijing",4840695,21732
"Peru","2021-08-29","Oxford/AstraZeneca",881887,21733
"Peru","2021-08-29","Pfizer/BioNTech",13098803,21734
"Peru","2021-08-29","Sinopharm/Beijing",5134228,21735
"Peru","2021-08-30","Oxford/AstraZeneca",884316,21736
"Peru","2021-08-30","Pfizer/BioNTech",13103625,21737
"Peru","2021-08-30","Sinopharm/Beijing",5145026,21738
"Peru","2021-08-31","Oxford/AstraZeneca",887439,21739
"Peru","2021-08-31","Pfizer/BioNTech",13128260,21740
"Peru","2021-08-31","Sinopharm/Beijing",5237731,21741
"Peru","2021-09-01","Oxford/AstraZeneca",889937,21742
"Peru","2021-09-01","Pfizer/BioNTech",13159994,21743
"Peru","2021-09-01","Sinopharm/Beijing",5356180,21744
"Peru","2021-09-02","Oxford/AstraZeneca",891778,21745
"Peru","2021-09-02","Pfizer/BioNTech",13215574,21746
"Peru","2021-09-02","Sinopharm/Beijing",5485135,21747
"Peru","2021-09-03","Oxford/AstraZeneca",893266,21748
"Peru","2021-09-03","Pfizer/BioNTech",13291177,21749
"Peru","2021-09-03","Sinopharm/Beijing",5623134,21750
"Peru","2021-09-04","Oxford/AstraZeneca",894770,21751
"Peru","2021-09-04","Pfizer/BioNTech",13382459,21752
"Peru","2021-09-04","Sinopharm/Beijing",5896208,21753
"Peru","2021-09-05","Oxford/AstraZeneca",896379,21754
"Peru","2021-09-05","Pfizer/BioNTech",13428644,21755
"Peru","2021-09-05","Sinopharm/Beijing",6120567,21756
"Peru","2021-09-06","Oxford/AstraZeneca",898043,21757
"Peru","2021-09-06","Pfizer/BioNTech",13461420,21758
"Peru","2021-09-06","Sinopharm/Beijing",6227816,21759
"Peru","2021-09-07","Oxford/AstraZeneca",904462,21760
"Peru","2021-09-07","Pfizer/BioNTech",13508219,21761
"Peru","2021-09-07","Sinopharm/Beijing",6388429,21762
"Peru","2021-09-08","Oxford/AstraZeneca",911224,21763
"Peru","2021-09-08","Pfizer/BioNTech",13599936,21764
"Peru","2021-09-08","Sinopharm/Beijing",6644155,21765
"Peru","2021-09-09","Oxford/AstraZeneca",913273,21766
"Peru","2021-09-09","Pfizer/BioNTech",13717022,21767
"Peru","2021-09-09","Sinopharm/Beijing",6875642,21768
"Peru","2021-09-10","Oxford/AstraZeneca",916538,21769
"Peru","2021-09-10","Pfizer/BioNTech",13863733,21770
"Peru","2021-09-10","Sinopharm/Beijing",7140694,21771
"Peru","2021-09-11","Oxford/AstraZeneca",919283,21772
"Peru","2021-09-11","Pfizer/BioNTech",14108607,21773
"Peru","2021-09-11","Sinopharm/Beijing",7496487,21774
"Peru","2021-09-12","Oxford/AstraZeneca",921519,21775
"Peru","2021-09-12","Pfizer/BioNTech",14294626,21776
"Peru","2021-09-12","Sinopharm/Beijing",7800127,21777
"Peru","2021-09-13","Oxford/AstraZeneca",922798,21778
"Peru","2021-09-13","Pfizer/BioNTech",14363337,21779
"Peru","2021-09-13","Sinopharm/Beijing",7940988,21780
"Peru","2021-09-14","Oxford/AstraZeneca",923893,21781
"Peru","2021-09-14","Pfizer/BioNTech",14500000,21782
"Peru","2021-09-14","Sinopharm/Beijing",8105710,21783
"Peru","2021-09-15","Oxford/AstraZeneca",925819,21784
"Peru","2021-09-15","Pfizer/BioNTech",14570925,21785
"Peru","2021-09-15","Sinopharm/Beijing",8286805,21786
"Peru","2021-09-16","Oxford/AstraZeneca",936196,21787
"Peru","2021-09-16","Pfizer/BioNTech",14683718,21788
"Peru","2021-09-16","Sinopharm/Beijing",8501714,21789
"Peru","2021-09-17","Oxford/AstraZeneca",950640,21790
"Peru","2021-09-17","Pfizer/BioNTech",14780199,21791
"Peru","2021-09-17","Sinopharm/Beijing",8698914,21792
"Peru","2021-09-18","Oxford/AstraZeneca",965243,21793
"Peru","2021-09-18","Pfizer/BioNTech",14897849,21794
"Peru","2021-09-18","Sinopharm/Beijing",9058313,21795
"Peru","2021-09-19","Oxford/AstraZeneca",975641,21796
"Peru","2021-09-19","Pfizer/BioNTech",14973467,21797
"Peru","2021-09-19","Sinopharm/Beijing",9277076,21798
"Peru","2021-09-20","Oxford/AstraZeneca",989464,21799
"Peru","2021-09-20","Pfizer/BioNTech",14999248,21800
